,studrollno,SubName,SubjectId,per_lect
10963,17-1259     ,SOD102  Rural Society in India,30340,90.0
10964,17-1260     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,76.92307692307693
10965,17-1260     ,KOD101 Prashasakiy Vevharantli Konkani,30337,50.0
10966,17-1260     ,PSC 105 Psychological Disorders,30309,45.45454545454545
10967,17-1260     ,PSD 102  Health Psychology,30307,55.55555555555556
10968,17-1262     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
10969,17-1262     ,KOD101 Prashasakiy Vevharantli Konkani,30337,92.85714285714286
10970,17-1262     ,SOC105,5585,69.23076923076923
10971,17-1262     ,SOD102  Rural Society in India,30340,70.0
10972,17-1263     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,100.0
10973,17-1263     ,KOC107 Venchik konkani kadambareancho abhyas,30335,100.0
10974,17-1263     ,KOD101 Prashasakiy Vevharantli Konkani,30337,92.85714285714286
10975,17-1263     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,100.0
10976,17-1263     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,100.0
10977,17-1263     ,kOC106 BHARTIYA  KAVYASHASTR,30336,92.85714285714286
10978,17-1264     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,100.0
10979,17-1264     ,KOC107 Venchik konkani kadambareancho abhyas,30335,100.0
10980,17-1264     ,KOD101 Prashasakiy Vevharantli Konkani,30337,57.14285714285714
10981,17-1264     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,91.66666666666666
10982,17-1264     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,100.0
10983,17-1264     ,kOC106 BHARTIYA  KAVYASHASTR,30336,92.85714285714286
10984,17-1265     ,PSC 105 Psychological Disorders,30309,90.9090909090909
10985,17-1265     ,PSC 106 (Honours) Psychological  Testing,60620,94.44444444444444
10986,17-1265     ,PSC 107 (Honours)  Positive Psychology,30311,100.0
10987,17-1265     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
10988,17-1265     ,PSD 102  Health Psychology,30307,77.77777777777779
10989,17-1265     ,PSD 104 (Honours)  Criminal  Psychology,30306,76.92307692307693
10990,17-1266     ,SOC105,5585,76.92307692307693
10991,17-1266     ,SOC106,30339,86.66666666666667
10992,17-1266     ,SOC107,30342,76.92307692307693
10993,17-1266     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
10994,17-1266     ,SOD102  Rural Society in India,30340,50.0
10995,17-1266     ,SOD103,30341,92.85714285714286
10996,17-1267     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
10997,17-1267     ,KOC107 Venchik konkani kadambareancho abhyas,30335,100.0
10998,17-1267     ,KOD101 Prashasakiy Vevharantli Konkani,30337,85.71428571428571
10999,17-1267     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,100.0
11000,17-1267     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,100.0
11001,17-1267     ,kOC106 BHARTIYA  KAVYASHASTR,30336,100.0
11002,17-1268     ,PSC 105 Psychological Disorders,30309,63.63636363636363
11003,17-1268     ,PSC 106 (Honours) Psychological  Testing,60620,88.88888888888889
11004,17-1268     ,PSC 107 (Honours)  Positive Psychology,30311,73.33333333333333
11005,17-1268     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11006,17-1268     ,PSD 102  Health Psychology,30307,88.88888888888889
11007,17-1268     ,PSD 104 (Honours)  Criminal  Psychology,30306,76.92307692307693
11008,17-1270     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,76.92307692307693
11009,17-1270     ,KOD101 Prashasakiy Vevharantli Konkani,30337,78.57142857142857
11010,17-1270     ,SOC105,5585,100.0
11011,17-1270     ,SOD102  Rural Society in India,30340,80.0
11012,17-1271     ,PSC 105 Psychological Disorders,30309,72.72727272727273
11013,17-1271     ,PSD 102  Health Psychology,30307,55.55555555555556
11014,17-1271     ,SOC105,5585,61.53846153846154
11015,17-1271     ,SOD102  Rural Society in India,30340,80.0
11016,17-1272     ,SOC105,5585,84.61538461538461
11017,17-1272     ,SOC106,30339,80.0
11018,17-1272     ,SOC107,30342,69.23076923076923
11019,17-1272     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11020,17-1272     ,SOD102  Rural Society in India,30340,50.0
11021,17-1272     ,SOD103,30341,78.57142857142857
11022,17-1273     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
11023,17-1273     ,KOD101 Prashasakiy Vevharantli Konkani,30337,50.0
11024,17-1273     ,SOC105,5585,76.92307692307693
11025,17-1273     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11026,17-1281     ,SOC105,5585,76.92307692307693
11027,17-1281     ,SOC106,30339,100.0
11028,17-1281     ,SOC107,30342,92.3076923076923
11029,17-1281     ,SOD101  Indian Society  Issues and Concerns,30343,66.66666666666666
11030,17-1281     ,SOD102  Rural Society in India,30340,60.0
11031,17-1281     ,SOD103,30341,100.0
11032,17-1282     ,HSG103 History  of  Human  Civilisation,29941,85.71428571428571
11033,17-1282     ,KGC101,29954,91.66666666666666
11034,17-1282     ,KOC103  kONKANI kAVITA,59892,93.33333333333333
11035,17-1282     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
11036,17-1282     ,SOC103,29970,76.92307692307693
11037,17-1282     ,SOS103,29982,100.0
11038,17-1284     ,HSG103 History  of  Human  Civilisation,29941,71.42857142857143
11039,17-1284     ,KOC103  kONKANI kAVITA,59892,80.0
11040,17-1284     ,POC103 INDIAN  CONSTITUTION,29923,84.61538461538461
11041,17-1284     ,SOC103,29970,100.0
11042,17-1284     ,SOS103,29982,83.33333333333334
11043,17-1285     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11044,17-1285     ,KOD101 Prashasakiy Vevharantli Konkani,30337,85.71428571428571
11045,17-1285     ,SOC105,5585,84.61538461538461
11046,17-1285     ,SOD101  Indian Society  Issues and Concerns,30343,83.33333333333334
11047,17-1287     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
11048,17-1287     ,KOD101 Prashasakiy Vevharantli Konkani,30337,64.28571428571429
11049,17-1287     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,92.3076923076923
11050,17-1287     ,POD103  Public Administration,30345,78.57142857142857
11051,17-1288     ,SOC105,5585,92.3076923076923
11052,17-1288     ,SOC106,30339,100.0
11053,17-1288     ,SOC107,30342,84.61538461538461
11054,17-1288     ,SOD101  Indian Society  Issues and Concerns,30343,66.66666666666666
11055,17-1288     ,SOD102  Rural Society in India,30340,70.0
11056,17-1288     ,SOD103,30341,100.0
11057,17-1290     ,SOC105,5585,100.0
11058,17-1290     ,SOC106,30339,93.33333333333333
11059,17-1290     ,SOC107,30342,92.3076923076923
11060,17-1290     ,SOD101  Indian Society  Issues and Concerns,30343,91.66666666666666
11061,17-1290     ,SOD102  Rural Society in India,30340,80.0
11062,17-1290     ,SOD103,30341,100.0
11063,17-1291     ,SOC105,5585,76.92307692307693
11064,17-1291     ,SOC106,30339,93.33333333333333
11065,17-1291     ,SOC107,30342,92.3076923076923
11066,17-1291     ,SOD101  Indian Society  Issues and Concerns,30343,91.66666666666666
11067,17-1291     ,SOD102  Rural Society in India,30340,80.0
11068,17-1291     ,SOD103,30341,92.85714285714286
11069,17-1294     ,HSG103 History  of  Human  Civilisation,29941,57.14285714285714
11070,17-1294     ,KGC101,29954,75.0
11071,17-1294     ,KOC103  kONKANI kAVITA,59892,73.33333333333333
11072,17-1294     ,POC103 INDIAN  CONSTITUTION,29923,69.23076923076923
11073,17-1294     ,SOC103,29970,69.23076923076923
11074,17-1294     ,SOS103,29982,91.66666666666666
11075,17-1301     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11076,17-1301     ,KOC107 Venchik konkani kadambareancho abhyas,30335,86.66666666666667
11077,17-1301     ,KOD101 Prashasakiy Vevharantli Konkani,30337,78.57142857142857
11078,17-1301     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,66.66666666666666
11079,17-1301     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,92.85714285714286
11080,17-1301     ,kOC106 BHARTIYA  KAVYASHASTR,30336,92.85714285714286
11081,17-1302     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,100.0
11082,17-1302     ,KOD101 Prashasakiy Vevharantli Konkani,30337,71.42857142857143
11083,17-1302     ,SOC105,5585,100.0
11084,17-1302     ,SOD101  Indian Society  Issues and Concerns,30343,83.33333333333334
11085,17-1303     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
11086,17-1303     ,KOD101 Prashasakiy Vevharantli Konkani,30337,71.42857142857143
11087,17-1303     ,SOC105,5585,92.3076923076923
11088,17-1303     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11089,17-1304     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,46.15384615384615
11090,17-1304     ,KOD101 Prashasakiy Vevharantli Konkani,30337,64.28571428571429
11091,17-1304     ,SOC105,5585,53.84615384615385
11092,17-1304     ,SOD101  Indian Society  Issues and Concerns,30343,66.66666666666666
11093,17-1307     ,SOC105,5585,92.3076923076923
11094,17-1307     ,SOC106,30339,100.0
11095,17-1307     ,SOC107,30342,84.61538461538461
11096,17-1307     ,SOD101  Indian Society  Issues and Concerns,30343,100.0
11097,17-1307     ,SOD102  Rural Society in India,30340,90.0
11098,17-1307     ,SOD103,30341,100.0
11099,17-1308     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11100,17-1308     ,KOD101 Prashasakiy Vevharantli Konkani,30337,71.42857142857143
11101,17-1308     ,SOC105,5585,92.3076923076923
11102,17-1308     ,SOD101  Indian Society  Issues and Concerns,30343,83.33333333333334
11103,17-1311     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,100.0
11104,17-1311     ,KOC107 Venchik konkani kadambareancho abhyas,30335,86.66666666666667
11105,17-1311     ,KOD101 Prashasakiy Vevharantli Konkani,30337,78.57142857142857
11106,17-1311     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,83.33333333333334
11107,17-1311     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,78.57142857142857
11108,17-1311     ,kOC106 BHARTIYA  KAVYASHASTR,30336,100.0
11109,17-1313     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11110,17-1313     ,KOC107 Venchik konkani kadambareancho abhyas,30335,100.0
11111,17-1313     ,KOD101 Prashasakiy Vevharantli Konkani,30337,78.57142857142857
11112,17-1313     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,91.66666666666666
11113,17-1313     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,92.85714285714286
11114,17-1313     ,kOC106 BHARTIYA  KAVYASHASTR,30336,85.71428571428571
11115,17-1314     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11116,17-1314     ,KOD101 Prashasakiy Vevharantli Konkani,30337,85.71428571428571
11117,17-1314     ,SOC105,5585,100.0
11118,17-1314     ,SOD102  Rural Society in India,30340,90.0
11119,17-1315     ,SOC105,5585,84.61538461538461
11120,17-1315     ,SOC106,30339,86.66666666666667
11121,17-1315     ,SOC107,30342,92.3076923076923
11122,17-1315     ,SOD101  Indian Society  Issues and Concerns,30343,66.66666666666666
11123,17-1315     ,SOD102  Rural Society in India,30340,80.0
11124,17-1315     ,SOD103,30341,100.0
11125,17-1317     ,HNC105,60722,88.88888888888889
11126,17-1317     ,HNC106,30358,100.0
11127,17-1317     ,HNC107,30360,100.0
11128,17-1317     ,HND101,60714,94.11764705882352
11129,17-1317     ,HND102  ,29979,84.61538461538461
11130,17-1317     ,HND103,30359,91.66666666666666
11131,17-1318     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11132,17-1318     ,KOD101 Prashasakiy Vevharantli Konkani,30337,92.85714285714286
11133,17-1318     ,SOC105,5585,92.3076923076923
11134,17-1318     ,SOD101  Indian Society  Issues and Concerns,30343,83.33333333333334
11135,17-1319     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
11136,17-1319     ,KOD101 Prashasakiy Vevharantli Konkani,30337,85.71428571428571
11137,17-1319     ,SOC105,5585,92.3076923076923
11138,17-1319     ,SOD101  Indian Society  Issues and Concerns,30343,91.66666666666666
11139,17-1320     ,SOC105,5585,84.61538461538461
11140,17-1320     ,SOC106,30339,93.33333333333333
11141,17-1320     ,SOC107,30342,84.61538461538461
11142,17-1320     ,SOD101  Indian Society  Issues and Concerns,30343,91.66666666666666
11143,17-1320     ,SOD102  Rural Society in India,30340,70.0
11144,17-1320     ,SOD103,30341,100.0
11145,17-1321     ,HNC105,60722,88.88888888888889
11146,17-1321     ,HNC106,30358,77.77777777777779
11147,17-1321     ,HNC107,30360,100.0
11148,17-1321     ,HND101,60714,94.11764705882352
11149,17-1321     ,HND102  ,29979,84.61538461538461
11150,17-1321     ,HND103,30359,91.66666666666666
11151,17-1341     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,69.23076923076923
11152,17-1341     ,KOD101 Prashasakiy Vevharantli Konkani,30337,85.71428571428571
11153,17-1341     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,69.23076923076923
11154,17-1341     ,POD103  Public Administration,30345,78.57142857142857
11155,17-1342     ,MRC105,30364,92.85714285714286
11156,17-1342     ,MRD103,60732,84.61538461538461
11157,17-1342     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,76.92307692307693
11158,17-1342     ,POD103  Public Administration,30345,57.14285714285714
11159,17-1351     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,92.3076923076923
11160,17-1351     ,KOD101 Prashasakiy Vevharantli Konkani,30337,85.71428571428571
11161,17-1351     ,MRC105,30364,78.57142857142857
11162,17-1351     ,MRD101,30369,76.47058823529412
11163,17-1354     ,KOC105 Konkani Bhas  ani sahityacho Itihas,5579,84.61538461538461
11164,17-1354     ,KOC107 Venchik konkani kadambareancho abhyas,30335,86.66666666666667
11165,17-1354     ,KOD101 Prashasakiy Vevharantli Konkani,30337,92.85714285714286
11166,17-1354     ,KOD103  BHASVIDHYANACHI  VALLAKH,30338,83.33333333333334
11167,17-1354     ,KOD103 Bakibab Borkar  hanchea  Konkani kavitancho abhyas  ,30334,100.0
11168,17-1354     ,kOC106 BHARTIYA  KAVYASHASTR,30336,92.85714285714286
11169,17-1401     ,HSC 105  Indian National Movement,5515,100.0
11170,17-1401     ,HSD103  Rise  of  the  Modern West,5483,81.81818181818183
11171,17-1401     ,PID101  HISTORY OF IDEAS - I,30362,92.3076923076923
11172,17-1401     ,PID101 Applied  Ethics I,5532,94.44444444444444
11173,17-1403     ,HSC 105  Indian National Movement,5515,92.3076923076923
11174,17-1403     ,HSD103  Rise  of  the  Modern West,5483,90.9090909090909
11175,17-1403     ,PSC 105 Psychological Disorders,30309,72.72727272727273
11176,17-1403     ,PSD 102  Health Psychology,30307,77.77777777777779
11177,17-1404     ,HSC 105  Indian National Movement,5515,92.3076923076923
11178,17-1404     ,HSD103  Rise  of  the  Modern West,5483,90.9090909090909
11179,17-1404     ,PSC 105 Psychological Disorders,30309,63.63636363636363
11180,17-1404     ,PSD 102  Health Psychology,30307,88.88888888888889
11181,17-1405     ,HSC 105  Indian National Movement,5515,92.3076923076923
11182,17-1405     ,HSD103  Rise  of  the  Modern West,5483,90.9090909090909
11183,17-1405     ,PSC 105 Psychological Disorders,30309,72.72727272727273
11184,17-1405     ,PSD 102  Health Psychology,30307,100.0
11185,17-1406     ,HSC 105  Indian National Movement,5515,76.92307692307693
11186,17-1406     ,HSD103  Rise  of  the  Modern West,5483,54.54545454545454
11187,17-1406     ,PSC 105 Psychological Disorders,30309,54.54545454545454
11188,17-1406     ,PSD 102  Health Psychology,30307,66.66666666666666
11189,17-1407     ,PSC 105 Psychological Disorders,30309,90.9090909090909
11190,17-1407     ,PSC 106 (Honours) Psychological  Testing,60620,100.0
11191,17-1407     ,PSC 107 (Honours)  Positive Psychology,30311,93.33333333333333
11192,17-1407     ,PSD 101 (Honours)  Statistics  for  Psychology,30308,100.0
11193,17-1407     ,PSD 102  Health Psychology,30307,88.88888888888889
11194,17-1407     ,PSD 104 (Honours)  Criminal  Psychology,30306,84.61538461538461
11195,17-1422     ,HSC 105  Indian National Movement,5515,84.61538461538461
11196,17-1422     ,HSD103  Rise  of  the  Modern West,5483,90.9090909090909
11197,17-1422     ,POC105  WESTERN POLITICAL THINKERS (PLATO TO  LOCKE) ,30349,100.0
11198,17-1422     ,POD103  Public Administration,30345,85.71428571428571
11199,17-1442     ,HNC105,60722,66.66666666666666
11200,17-1442     ,HNC106,30358,100.0
11201,17-1442     ,HNC107,30360,60.0
11202,17-1442     ,HND101,60714,88.23529411764706
11203,17-1442     ,HND102  ,29979,100.0
11204,17-1442     ,HND103,30359,91.66666666666666
11205,17-1461     ,PID101  HISTORY OF IDEAS - I,30362,100.0
11206,17-1461     ,PID101 Applied  Ethics I,5532,94.44444444444444
11207,17-1461     ,SOC105,5585,76.92307692307693
11208,17-1461     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11209,17-1462     ,PID101  HISTORY OF IDEAS - I,30362,100.0
11210,17-1462     ,PID101 Applied  Ethics I,5532,72.22222222222221
11211,17-1462     ,SOC105,5585,84.61538461538461
11212,17-1462     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11213,17-1468     ,SOC105,5585,61.53846153846154
11214,17-1468     ,SOC106,30339,73.33333333333333
11215,17-1468     ,SOC107,30342,84.61538461538461
11216,17-1468     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11217,17-1468     ,SOD102  Rural Society in India,30340,70.0
11218,17-1468     ,SOD103,30341,85.71428571428571
11219,17-1472     ,SOC105,5585,92.3076923076923
11220,17-1472     ,SOC106,30339,80.0
11221,17-1472     ,SOC107,30342,76.92307692307693
11222,17-1472     ,SOD101  Indian Society  Issues and Concerns,30343,91.66666666666666
11223,17-1472     ,SOD102  Rural Society in India,30340,60.0
11224,17-1472     ,SOD103,30341,100.0
11225,17-1473     ,SOC105,5585,100.0
11226,17-1473     ,SOC106,30339,86.66666666666667
11227,17-1473     ,SOC107,30342,84.61538461538461
11228,17-1473     ,SOD101  Indian Society  Issues and Concerns,30343,75.0
11229,17-1473     ,SOD102  Rural Society in India,30340,70.0
11230,17-1473     ,SOD103,30341,100.0
11231,17-1477     ,PID101  HISTORY OF IDEAS - I,30362,100.0
11232,17-1477     ,PID101 Applied  Ethics I,5532,94.44444444444444
11233,17-1477     ,SOC105,5585,92.3076923076923
11234,17-1477     ,SOD101  Indian Society  Issues and Concerns,30343,100.0
11235,17-1479     ,PID101  HISTORY OF IDEAS - I,30362,84.61538461538461
11236,17-1479     ,PID101 Applied  Ethics I,5532,88.88888888888889
11237,17-1479     ,SOC105,5585,76.92307692307693
11238,17-1479     ,SOD101  Indian Society  Issues and Concerns,30343,100.0
